Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
33,1-Story 1946 & Newer All Styles,Residential Low Density,11049,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,8,5,2007,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Average Exposure,Unfinished/No Basement,0,Unfinished/No Basement,0,1234,1234,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1234,0,0,1234,0,0,2,0,3,1,Good,7,Typical Functionality,0,Attached to home,2007.0,Rough Finished,484,Typical/Average,Typical/Average,Paved,0,30,0,0,0,0,0,1,2008,Warranty Deed - Conventional,Normal Sale,179900
34,1-Story 1946 & Newer All Styles,Residential Low Density,10552,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,5,1959,1959,Hip,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,1018,Unfinished/No Basement,0,380,1398,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1700,0,0,1700,0,1,1,1,4,1,Good,6,Typical Functionality,1,Attached to home,1959.0,Rough Finished,447,Typical/Average,Typical/Average,Paved,0,38,0,0,0,0,0,4,2010,Warranty Deed - Conventional,Normal Sale,165500
35,1-Story PUD (Planned Unit Development) - 1946 & Newer,Residential Low Density,7313,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One story,9,5,2005,2005,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,246.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,1153,Unfinished/No Basement,0,408,1561,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1561,0,0,1561,1,0,2,0,2,1,Excellent,6,Typical Functionality,1,Attached to home,2005.0,Finished,556,Typical/Average,Typical/Average,Paved,203,47,0,0,0,0,0,8,2007,Warranty Deed - Conventional,Normal Sale,277500
36,2-Story 1946 & Newer,Residential Low Density,13418,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,Two story,8,5,2004,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,132.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Average Exposure,Unfinished/No Basement,0,Unfinished/No Basement,0,1117,1117,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1132,1320,0,2452,0,0,3,1,4,1,Good,9,Typical Functionality,1,Built-In/No Garage,2004.0,Finished,691,Typical/Average,Typical/Average,Paved,113,32,0,0,0,0,0,9,2006,Warranty Deed - Conventional,Normal Sale,309000
37,1-Story 1946 & Newer All Styles,Residential Low Density,10859,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,5,5,1994,1995,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1097,1097,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1097,0,0,1097,0,0,1,1,3,1,Typical/Average,6,Typical Functionality,0,Attached to home,1995.0,Unfinished/No Garage,672,Typical/Average,Typical/Average,Paved,392,64,0,0,0,0,0,6,2009,Warranty Deed - Conventional,Normal Sale,145000
38,1-Story 1946 & Newer All Styles,Residential Low Density,8532,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,6,1954,1990,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,650.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,1213,Unfinished/No Basement,0,84,1297,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1297,0,0,1297,0,1,1,0,3,1,Typical/Average,5,Typical Functionality,1,Attached to home,1954.0,Finished,498,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,10,2009,Warranty Deed - Conventional,Normal Sale,153000
39,1-Story 1946 & Newer All Styles,Residential Low Density,7922,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,7,1953,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,731,Unfinished/No Basement,0,326,1057,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1057,0,0,1057,1,0,1,0,3,1,Good,5,Typical Functionality,0,Detached from home,1953.0,Unfinished/No Garage,246,Typical/Average,Typical/Average,Paved,0,52,0,0,0,0,0,1,2010,Warranty Deed - Conventional,Abnormal Sale,109000
40,Duplex - All Styles and Ages,Residential Low Density,6040,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Duplex,One story,4,5,1955,1955,Gable,Standard (Composite) Shingle,Asbestos Shingles,Plywood,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Fair (70-79 inches)/No Basement,Fair/No Basement,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,0,0,Gas forced warm air furnace,Average/Typical,No,60 AMP Fuse Box and mostly knob & tube wiring (poor),1152,0,0,1152,0,0,2,0,2,2,Fair,6,Typical Functionality,0,Built-In/No Garage,1955.0,Unfinished/No Garage,0,Fair/No Garage,Fair/No Garage,Dirt/Gravel,0,0,0,0,0,0,0,6,2008,Warranty Deed - Conventional,Adjoining Land Purchase,82000
41,1-Story 1946 & Newer All Styles,Residential Low Density,8658,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,6,5,1965,1965,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,101.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,643,Unfinished/No Basement,0,445,1088,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1324,0,0,1324,0,0,2,0,3,1,Typical/Average,6,Typical Functionality,1,Attached to home,1965.0,Rough Finished,440,Typical/Average,Typical/Average,Paved,0,138,0,0,0,0,0,12,2006,Warranty Deed - Conventional,Abnormal Sale,160000
42,1-Story 1946 & Newer All Styles,Residential Low Density,16905,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,Single-family Detached,One story,5,6,1959,1959,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Below Average Living Quarters,967,Unfinished/No Basement,0,383,1350,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1328,0,0,1328,0,1,1,1,2,1,Typical/Average,5,Typical Functionality,2,Attached to home,1959.0,Rough Finished,308,Typical/Average,Typical/Average,Partial Pavement,0,104,0,0,0,0,0,7,2007,Warranty Deed - Conventional,Normal Sale,170000
43,Split Foyer,Residential Low Density,9180,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Sawyer West,Normal,Normal,Single-family Detached,Split Foyer,5,7,1983,1983,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure,Average Living Quarters,747,Low Quality,93,0,840,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,884,0,0,884,1,0,1,0,2,1,Good,5,Typical Functionality,0,Attached to home,1983.0,Rough Finished,504,Typical/Average,Good,Paved,240,0,0,0,0,0,0,12,2007,Warranty Deed - Conventional,Normal Sale,144000
44,1-Story 1946 & Newer All Styles,Residential Low Density,9200,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,5,6,1975,1980,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure,Low Quality,280,Below Average Living Quarters,491,167,938,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,938,0,0,938,1,0,1,0,3,1,Typical/Average,5,Typical Functionality,0,Detached from home,1977.0,Unfinished/No Garage,308,Typical/Average,Typical/Average,Paved,145,0,0,0,0,0,0,7,2008,Warranty Deed - Conventional,Normal Sale,130250
45,1-Story 1946 & Newer All Styles,Residential Low Density,7945,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,6,1959,1959,Gable,Standard (Composite) Shingle,Brick Face,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,179,Below Average Living Quarters,506,465,1150,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1150,0,0,1150,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,Attached to home,1959.0,Rough Finished,300,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,5,2006,Warranty Deed - Conventional,Normal Sale,141000
46,1-Story PUD (Planned Unit Development) - 1946 & Newer,Residential Low Density,7658,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One story,9,5,2005,2005,Hip,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,412.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,456,Unfinished/No Basement,0,1296,1752,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1752,0,0,1752,1,0,2,0,2,1,Excellent,6,Typical Functionality,1,Attached to home,2005.0,Rough Finished,576,Typical/Average,Typical/Average,Paved,196,82,0,0,0,0,0,2,2010,Warranty Deed - Conventional,Normal Sale,319900
47,1-1/2 Story Finished All Ages,Residential Low Density,12822,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Mitchell,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,7,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,1351,Unfinished/No Basement,0,83,1434,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1518,631,0,2149,1,0,1,1,1,1,Good,6,Typical Functionality,1,Attached to home,2003.0,Rough Finished,670,Typical/Average,Typical/Average,Paved,168,43,0,0,198,0,0,8,2009,Warranty Deed - Conventional,Abnormal Sale,239686
48,1-Story 1946 & Newer All Styles,Floating Village Residential,11096,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,One story,8,5,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,24,Unfinished/No Basement,0,1632,1656,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1656,0,0,1656,0,0,2,0,3,1,Good,7,Typical Functionality,0,Attached to home,2006.0,Rough Finished,826,Typical/Average,Typical/Average,Paved,0,146,0,0,0,0,0,7,2007,Warranty Deed - Conventional,Normal Sale,249700
49,2 Family Conversion - All Styles and Ages,Residential Medium Density,4456,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,Two-family Conversion; originally built as one-family dwelling,Two story,4,5,1920,2008,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,736,736,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,736,716,0,1452,0,0,2,0,2,3,Typical/Average,8,Typical Functionality,0,Built-In/No Garage,1920.0,Unfinished/No Garage,0,Fair/No Garage,Fair/No Garage,Dirt/Gravel,0,0,102,0,0,0,0,6,2009,Home just constructed and sold,Home wasn't completed,113000
50,1-Story 1946 & Newer All Styles,Residential Low Density,7742,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,5,7,1966,1966,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,763,Unfinished/No Basement,0,192,955,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,955,0,0,955,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,Attached to home,1966.0,Unfinished/No Garage,386,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,1,2007,Warranty Deed - Conventional,Normal Sale,127000
51,2-Story 1946 & Newer,Residential Low Density,13869,Paved,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,6,6,1997,1997,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,182,Unfinished/No Basement,0,612,794,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,794,676,0,1470,0,1,2,0,3,1,Typical/Average,6,Typical Functionality,0,Attached to home,1997.0,Finished,388,Typical/Average,Typical/Average,Paved,0,75,0,0,0,0,0,7,2007,Warranty Deed - Conventional,Normal Sale,177000
52,1-1/2 Story Finished All Ages,Residential Medium Density,6240,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,6,6,1934,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,816,816,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,816,0,360,1176,0,0,1,0,3,1,Typical/Average,6,Typical Functionality,1,Detached from home,1985.0,Unfinished/No Garage,528,Typical/Average,Typical/Average,Paved,112,0,0,0,0,0,400,9,2006,Warranty Deed - Conventional,Normal Sale,114500
53,Duplex - All Styles and Ages,Residential Medium Density,8472,Gravel,Moderately Irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Corner lot,Moderate Slope,Iowa DOT and Rail Road,Within 200' of North-South Railroad,Normal,Duplex,One story,5,5,1963,1963,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Fair,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Low Quality,104,Good Living Quarters,712,0,816,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,816,0,0,816,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,Car Port,1963.0,Unfinished/No Garage,516,Typical/Average,Typical/Average,Paved,106,0,0,0,0,0,0,5,2010,Warranty Deed - Conventional,Normal Sale,110000
54,1-Story 1946 & Newer All Styles,Residential Low Density,50271,Paved,Slightly irregular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Veenker,Normal,Normal,Single-family Detached,One story,9,5,1981,1987,Gable,Wood Shingles,Wood Shingles,Wood Shingles,None,0.0,Good,Average/Typical,Cinder Block,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1810,Unfinished/No Basement,0,32,1842,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1842,0,0,1842,2,0,0,1,0,1,Good,5,Typical Functionality,1,Attached to home,1981.0,Finished,894,Typical/Average,Typical/Average,Paved,857,72,0,0,0,0,0,11,2006,Warranty Deed - Conventional,Normal Sale,385000
55,Split or Multi-Level,Residential Low Density,7134,Paved,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,North Ames,Normal,Normal,Single-family Detached,Split Level,5,5,1955,1955,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,384,Unfinished/No Basement,0,0,384,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1360,0,0,1360,0,0,1,0,3,1,Typical/Average,6,Minor Deductions 1,1,Detached from home,1962.0,Unfinished/No Garage,572,Typical/Average,Typical/Average,Paved,0,50,0,0,0,0,0,2,2007,Warranty Deed - Conventional,Normal Sale,130000
56,1-Story 1946 & Newer All Styles,Residential Low Density,10175,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,6,5,1964,1964,Gable,Standard (Composite) Shingle,Hard Board,Plywood,Brick Face,272.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,490,Unfinished/No Basement,0,935,1425,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1425,0,0,1425,0,0,2,0,3,1,Typical/Average,7,Typical Functionality,1,Attached to home,1964.0,Rough Finished,576,Typical/Average,Typical/Average,Paved,0,0,0,407,0,0,0,7,2008,Warranty Deed - Conventional,Normal Sale,180500
57,2-Story PUD-1946 & Newer,Floating Village Residential,2645,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Townhouse Inside Unit,Two story,8,5,1999,2000,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,456.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,649,Unfinished/No Basement,0,321,970,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,983,756,0,1739,1,0,2,1,3,1,Good,7,Typical Functionality,0,Attached to home,1999.0,Finished,480,Typical/Average,Typical/Average,Paved,115,0,0,0,0,0,0,8,2009,Warranty Deed - Conventional,Abnormal Sale,172500
